station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
GLH,2011-04-25 01:53,-90.9856,33.4829,40.00,75.00,60.00,59.72,150.00,6.00,null,29.88,1012.20,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,75.02,KGLH 250153Z AUTO 15006KT 10SM CLR 24/16 A2988 RMK AO2 SLP122 T02390156,null
HKS,2011-04-25 01:53,-90.2225,32.3348,104.00,75.00,63.00,66.13,160.00,7.00,null,29.95,1013.40,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,75.02,KHKS 250153Z 16007KT 10SM CLR 24/17 A2995 RMK AO2 SLP134 T02390172,null
GPT,2011-04-25 01:53,-89.0701,30.4073,9.00,77.00,72.00,84.46,150.00,11.00,null,30.00,1015.70,10.00,null,BKN,   ,   ,   ,1500.00,null,null,null,null,null,null,null,null,null,null,78.37,KGPT 250153Z 15011KT 10SM BKN015 25/22 A3000 RMK AO2 SLP157 T02500222,null
PQL,2011-04-25 01:53,-88.5319,30.4636,5.00,74.00,70.00,87.45,150.00,9.00,null,30.02,1016.50,10.00,null,SCT,BKN,BKN,   ,2000.00,2500.00,3500.00,null,null,null,null,null,null,null,null,75.14,KPQL 250153Z AUTO 15009KT 10SM SCT020 BKN025 BKN035 23/21 A3002 RMK AO2 SLP165 T02330211,null
MCB,2011-04-25 01:53,-90.4700,31.1800,126.00,73.00,64.00,73.41,160.00,7.00,null,29.96,1014.10,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.04,KMCB 250153Z AUTO 16007KT 10SM CLR 23/18 A2996 RMK AO2 SLP141 T02280178,null
JAN,2011-04-25 01:54,-90.0800,32.3200,101.00,73.00,65.00,75.75,150.00,7.00,null,29.95,1013.70,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.04,KJAN 250154Z 15007KT 10SM CLR 23/18 A2995 RMK AO2 SLP137 T02280183,null
BIX,2011-04-25 01:55,-88.9244,30.4104,10.00,76.46,73.00,89.18,150.00,9.00,null,30.01,1016.30,10.00,16.00,BKN,BKN,   ,   ,1300.00,2100.00,null,null,null,null,null,null,null,null,null,78.00,KBIX 250155Z AUTO 15009G16KT 10SM BKN013 BKN021 25/23 A3001 RMK AO2 CIG 011V018 BKN013 V SCT SLP163 T02470228,null
MYT,2011-04-25 01:55,-89.6150,28.2206,0.00,77.00,71.60,83.44,150.00,17.00,null,29.97,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,78.32,KMYT 250155Z AUTO 15017KT 2SM HZ CLR 25/22 A2997 RMK A01,null
CRX,2011-04-25 01:55,-88.6035,34.9150,129.00,71.60,64.40,78.04,130.00,3.00,null,29.97,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KCRX 250155Z AUTO 13003KT 10SM CLR 22/18 A2997 RMK AO2,null
MIS,2011-04-25 01:55,-88.8420,29.2960,32.00,82.40,73.40,74.28,0.00,3.00,null,30.01,null,4.00,11.00,BKN,   ,   ,   ,3100.00,null,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 250155Z AUTO VRB03G11KT 4SM HZ BKN031 28/23 A3001 RMK A01,null
HEZ,2011-04-25 01:55,-91.2973,31.6137,83.00,73.40,62.60,68.94,170.00,7.00,null,29.92,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KHEZ 250155Z AUTO 17007KT 10SM CLR 23/17 A2992 RMK AO1,null
CKM,2011-04-25 01:55,-90.5123,34.2997,52.70,75.20,62.60,64.91,140.00,5.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,75.20,KCKM 250155Z AUTO 14005KT 10SM CLR 24/17 A2991 RMK AO1,null
GTR,2011-04-25 01:55,-88.5914,33.4503,80.00,75.20,64.40,69.14,150.00,7.00,null,29.97,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,75.20,KGTR 250155Z 15007KT 10SM CLR 24/18 A2997 RMK AO1,null
PIB,2011-04-25 01:55,-89.3371,31.4671,91.00,73.40,62.60,68.94,160.00,10.00,null,30.00,null,10.00,15.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KPIB 250155Z AUTO 16010G15KT 10SM CLR 23/17 A3000 RMK AO1,null
CBM,2011-04-25 01:55,-88.4438,33.6438,67.00,70.70,64.00,79.46,150.00,7.00,null,29.96,1014.70,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,70.70,KCBM 250155Z AUTO 15007KT 10SM CLR 21/18 A2996 RMK AO2 SLP147 T02150178 $,null
UOX,2011-04-25 01:55,-89.5368,34.3843,137.80,71.60,62.60,73.27,null,null,null,29.95,null,10.00,null,SCT,   ,   ,   ,8000.00,null,null,null,null,null,null,null,null,null,null,71.60,KUOX 250155Z AUTO 00000KT 10SM SCT080 22/17 A2995 RMK AO2,null
OLV,2011-04-25 01:55,-89.7869,34.9787,122.50,73.40,64.40,73.44,null,null,null,29.93,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KOLV 250155Z AUTO 00000KT 10SM CLR 23/18 A2993 RMK A01 P000,null
UTA,2011-04-25 01:55,-90.3467,34.6811,59.00,69.80,62.60,77.90,140.00,7.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,69.80,KUTA 250155Z AUTO 14007KT 10SM CLR 21/17 A2991 RMK AO2,null
M16,2011-04-25 01:55,-90.4105,32.3045,75.30,75.20,64.40,69.14,140.00,6.00,null,29.94,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,75.20,KM16 250155Z AUTO 14006KT 10SM CLR 24/18 A2994 RMK AO2,null
1R7,2011-04-25 01:55,-90.4093,31.6058,149.00,73.40,62.60,68.94,150.00,4.00,null,29.97,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,K1R7 250155Z AUTO 15004KT 9SM CLR 23/17 A2997 RMK AO2,null
NMM,2011-04-25 01:56,-88.5556,32.5521,97.00,73.00,61.00,65.90,170.00,4.00,null,29.98,1016.10,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.04,KNMM 250156Z 17004KT 10SM CLR 23/16 A2998 RMK AO2 SLP161 T02280161,null
MEI,2011-04-25 01:58,-88.7511,32.3347,94.00,73.00,63.00,70.68,180.00,6.00,null,29.98,1015.00,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.04,KMEI 250158Z 18006KT 10SM CLR 23/17 A2998 RMK AO2 SLP150 T02280172,null
M16,2011-04-25 02:15,-90.4105,32.3045,75.30,73.40,62.60,68.94,160.00,6.00,null,29.95,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KM16 250215Z AUTO 16006KT 10SM CLR 23/17 A2995 RMK AO2,null
OLV,2011-04-25 02:15,-89.7869,34.9787,122.50,71.60,64.40,78.04,150.00,5.00,null,29.93,null,10.00,null,FEW,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,71.60,KOLV 250215Z AUTO 15005KT 10SM FEW065 22/18 A2993 RMK A01 P000,null
UOX,2011-04-25 02:15,-89.5368,34.3843,137.80,71.60,62.60,73.27,null,null,null,29.96,null,10.00,null,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,71.60,KUOX 250215Z AUTO 00000KT 10SM SCT065 22/17 A2996 RMK AO2,null
UTA,2011-04-25 02:15,-90.3467,34.6811,59.00,71.60,62.60,73.27,140.00,8.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KUTA 250215Z AUTO 14008KT 10SM CLR 22/17 A2991 RMK AO2,null
MYT,2011-04-25 02:15,-89.6150,28.2206,0.00,77.00,71.60,83.44,150.00,16.00,null,29.98,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,78.32,KMYT 250215Z AUTO 15016KT 2SM HZ CLR 25/22 A2998 RMK A01,null
1R7,2011-04-25 02:15,-90.4093,31.6058,149.00,73.40,64.40,73.44,150.00,7.00,null,29.98,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,K1R7 250215Z AUTO 15007KT 9SM CLR 23/18 A2998 RMK AO2,null
MIS,2011-04-25 02:15,-88.8420,29.2960,32.00,82.40,73.40,74.28,0.00,3.00,null,30.02,null,4.00,10.00,FEW,FEW,SCT,   ,2200.00,2600.00,3100.00,null,HZ,null,null,null,null,null,null,88.26,KMIS 250215Z AUTO VRB03G10KT 4SM HZ FEW022 FEW026 SCT031 28/23 A3002 RMK A01,null
GTR,2011-04-25 02:35,-88.5914,33.4503,80.00,75.20,64.40,69.14,150.00,5.00,null,29.99,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,75.20,KGTR 250235Z 15005KT 10SM CLR 24/18 A2999 RMK AO1,null
OLV,2011-04-25 02:35,-89.7869,34.9787,122.50,71.60,64.40,78.04,150.00,5.00,null,29.93,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KOLV 250235Z AUTO 15005KT 9SM CLR 22/18 A2993 RMK A01 P000,null
M16,2011-04-25 02:35,-90.4105,32.3045,75.30,73.40,62.60,68.94,140.00,5.00,null,29.96,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KM16 250235Z AUTO 14005KT 10SM CLR 23/17 A2996 RMK AO2,null
MYT,2011-04-25 02:35,-89.6150,28.2206,0.00,77.00,73.40,88.67,150.00,15.00,null,29.98,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,78.57,KMYT 250235Z AUTO 15015KT 2SM HZ CLR 25/23 A2998 RMK A01,null
UTA,2011-04-25 02:35,-90.3467,34.6811,59.00,71.60,62.60,73.27,140.00,9.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KUTA 250235Z AUTO 14009KT 10SM CLR 22/17 A2991 RMK AO2,null
1R7,2011-04-25 02:35,-90.4093,31.6058,149.00,73.40,64.40,73.44,140.00,7.00,null,29.99,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,K1R7 250235Z AUTO 14007KT 9SM CLR 23/18 A2999 RMK AO2,null
MIS,2011-04-25 02:35,-88.8420,29.2960,32.00,82.40,73.40,74.28,210.00,7.00,null,30.02,null,4.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 250235Z AUTO 21007KT 4SM HZ CLR 28/23 A3002 RMK A01,null
UOX,2011-04-25 02:35,-89.5368,34.3843,137.80,71.60,62.60,73.27,null,null,null,29.96,null,10.00,null,BKN,   ,   ,   ,5500.00,null,null,null,null,null,null,null,null,null,null,71.60,KUOX 250235Z AUTO 00000KT 10SM BKN055 22/17 A2996 RMK AO2,null
PIB,2011-04-25 02:35,-89.3371,31.4671,91.00,73.40,62.60,68.94,150.00,8.00,null,30.01,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KPIB 250235Z AUTO 15008KT 10SM CLR 23/17 A3001 RMK AO1,null
CRX,2011-04-25 02:35,-88.6035,34.9150,129.00,69.80,64.40,82.98,140.00,4.00,null,29.97,null,10.00,null,SCT,BKN,   ,   ,6500.00,8000.00,null,null,null,null,null,null,null,null,null,69.80,KCRX 250235Z AUTO 14004KT 10SM SCT065 BKN080 21/18 A2997 RMK AO2,null
HEZ,2011-04-25 02:35,-91.2973,31.6137,83.00,73.40,64.40,73.44,160.00,7.00,null,29.93,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KHEZ 250235Z AUTO 16007KT 10SM CLR 23/18 A2993 RMK AO1,null
MCB,2011-04-25 02:53,-90.4700,31.1800,126.00,72.00,64.00,76.13,150.00,4.00,null,29.98,1014.80,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.96,KMCB 250253Z AUTO 15004KT 10SM CLR 22/18 A2998 RMK AO2 SLP148 T02220178 53007,null
HKS,2011-04-25 02:53,-90.2225,32.3348,104.00,74.00,64.00,71.22,150.00,9.00,null,29.97,1014.20,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.94,KHKS 250253Z AUTO 15009KT 10SM CLR 23/18 A2997 RMK AO2 SLP142 T02330178 53015,null
GLH,2011-04-25 02:53,-90.9856,33.4829,40.00,72.00,61.00,68.35,150.00,6.00,null,29.90,1013.00,10.00,null,SCT,   ,   ,   ,9000.00,null,null,null,null,null,null,null,null,null,null,71.96,KGLH 250253Z AUTO 15006KT 10SM SCT090 22/16 A2990 RMK AO2 SLP130 T02220161 53012,null
GWO,2011-04-25 02:53,-90.0847,33.4943,47.00,75.00,64.00,68.69,160.00,10.00,null,29.93,1013.50,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,75.02,KGWO 250253Z AUTO 16010KT 10SM CLR 24/18 A2993 RMK AO2 SLP135 T02390178 53013,null
GPT,2011-04-25 02:53,-89.0701,30.4073,9.00,77.00,71.00,81.92,150.00,11.00,T,30.01,1016.00,10.00,null,SCT,BKN,BKN,   ,1500.00,2000.00,2400.00,null,null,null,null,null,null,null,null,78.25,KGPT 250253Z 15011KT 10SM SCT015 BKN020 BKN024 25/22 A3001 RMK AO2 RAB16E25 SLP160 P0000 60000 T02500217 53001,null
TUP,2011-04-25 02:53,-88.7711,34.2608,110.00,75.00,61.00,61.66,170.00,7.00,null,29.96,1014.10,10.00,null,SCT,BKN,   ,   ,6000.00,9000.00,null,null,null,null,null,null,null,null,null,75.02,KTUP 250253Z 17007KT 10SM SCT060 BKN090 24/16 A2996 RMK AO2 SLP141 T02390161 53007,null
HBG,2011-04-25 02:53,-89.2529,31.2649,46.00,73.00,67.00,81.14,140.00,6.00,null,30.01,1016.00,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.04,KHBG 250253Z AUTO 14006KT 10SM CLR 23/19 A3001 RMK AO2 SLP160 T02280194 53008 TSNO,null
PQL,2011-04-25 02:53,-88.5319,30.4636,5.00,74.00,70.00,87.45,150.00,6.00,null,30.03,1016.90,10.00,null,BKN,BKN,OVC,   ,2000.00,2500.00,3300.00,null,null,null,null,null,null,null,null,75.14,KPQL 250253Z AUTO 15006KT 10SM BKN020 BKN025 OVC033 23/21 A3003 RMK AO2 SLP169 T02330211 53003,null
JAN,2011-04-25 02:54,-90.0800,32.3200,101.00,72.00,65.00,78.57,150.00,8.00,null,29.97,1014.60,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.96,KJAN 250254Z 15008KT 10SM CLR 22/18 A2997 RMK AO2 SLP146 T02220183 53016,null
BIX,2011-04-25 02:55,-88.9244,30.4104,10.00,76.46,73.22,89.73,150.00,9.00,null,30.02,1016.60,10.00,null,BKN,BKN,   ,   ,1200.00,2000.00,null,null,null,null,null,null,null,null,null,78.02,KBIX 250255Z AUTO 15009KT 10SM BKN012 BKN020 25/23 A3002 RMK AO2 CIG 011V017 SLP166 T02470229 53003,null
UOX,2011-04-25 02:55,-89.5368,34.3843,137.80,71.60,62.60,73.27,null,null,null,29.96,null,10.00,null,SCT,   ,   ,   ,5500.00,null,null,null,null,null,null,null,null,null,null,71.60,KUOX 250255Z AUTO 00000KT 10SM SCT055 22/17 A2996 RMK AO2,null
PIB,2011-04-25 02:55,-89.3371,31.4671,91.00,71.60,64.40,78.04,150.00,8.00,null,30.02,null,10.00,null,SCT,   ,   ,   ,2200.00,null,null,null,null,null,null,null,null,null,null,71.60,KPIB 250255Z AUTO 15008KT 10SM SCT022 22/18 A3002 RMK AO1 52007,null
HEZ,2011-04-25 02:55,-91.2973,31.6137,83.00,73.40,64.40,73.44,160.00,5.00,null,29.93,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KHEZ 250255Z AUTO 16005KT 10SM CLR 23/18 A2993 RMK AO1 52010,null
MYT,2011-04-25 02:55,-89.6150,28.2206,0.00,77.00,73.40,88.67,150.00,15.00,null,29.98,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,78.57,KMYT 250255Z AUTO 15015KT 2SM HZ CLR 25/23 A2998 RMK A01,null
CBM,2011-04-25 02:55,-88.4438,33.6438,67.00,68.36,63.86,85.54,150.00,6.00,null,30.00,1015.80,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,68.36,KCBM 250255Z AUTO 15006KT 10SM CLR 20/18 A3000 RMK AO2 SLP158 T02020177 53015 $,null
UTA,2011-04-25 02:55,-90.3467,34.6811,59.00,71.60,62.60,73.27,140.00,9.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KUTA 250255Z AUTO 14009KT 10SM CLR 22/17 A2991 RMK AO2,null
MIS,2011-04-25 02:55,-88.8420,29.2960,32.00,82.40,73.40,74.28,210.00,6.00,null,30.02,null,4.00,null,FEW,   ,   ,   ,1100.00,null,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 250255Z AUTO 21006KT 4SM HZ FEW011 28/23 A3002 RMK A01,null
GTR,2011-04-25 02:55,-88.5914,33.4503,80.00,73.40,64.40,73.44,170.00,5.00,null,30.00,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KGTR 250255Z 17005KT 10SM CLR 23/18 A3000 RMK AO1,null
1R7,2011-04-25 02:55,-90.4093,31.6058,149.00,73.40,64.40,73.44,140.00,6.00,null,30.00,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,K1R7 250255Z AUTO 14006KT 9SM CLR 23/18 A3000 RMK AO2,null
CKM,2011-04-25 02:55,-90.5123,34.2997,52.70,73.40,62.60,68.94,140.00,6.00,null,29.92,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KCKM 250255Z AUTO 14006KT 10SM CLR 23/17 A2992 RMK AO1,null
OLV,2011-04-25 02:55,-89.7869,34.9787,122.50,71.60,64.40,78.04,160.00,6.00,null,29.93,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KOLV 250255Z AUTO 16006KT 10SM CLR 22/18 A2993 RMK A01 P000,null
M16,2011-04-25 02:55,-90.4105,32.3045,75.30,73.40,62.60,68.94,150.00,8.00,null,29.96,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KM16 250255Z AUTO 15008KT 10SM CLR 23/17 A2996 RMK AO2,null
CRX,2011-04-25 02:55,-88.6035,34.9150,129.00,69.80,62.60,77.90,150.00,5.00,null,29.97,null,10.00,null,FEW,   ,   ,   ,8000.00,null,null,null,null,null,null,null,null,null,null,69.80,KCRX 250255Z AUTO 15005KT 10SM FEW080 21/17 A2997 RMK AO2,null
NMM,2011-04-25 02:56,-88.5556,32.5521,97.00,71.00,61.00,70.47,160.00,4.00,null,30.02,1017.20,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.06,KNMM 250256Z AUTO 16004KT 10SM CLR 22/16 A3002 RMK AO2 SLP172 T02170161 53015,null
MEI,2011-04-25 02:58,-88.7511,32.3347,94.00,71.00,63.00,75.57,170.00,6.00,null,30.02,1016.20,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.06,KMEI 250258Z 17006KT 10SM CLR 22/17 A3002 RMK AO2 SLP162 T02170172 53015,null
BIX,2011-04-25 03:02,-88.9244,30.4104,10.00,77.00,73.40,88.67,150.00,10.00,null,30.01,1016.50,10.00,null,SCT,BKN,   ,   ,1200.00,2000.00,null,null,null,null,null,null,null,null,null,78.57,KBIX 250302Z AUTO 15010KT 10SM SCT012 BKN020 25/23 A3001 RMK AO2 CIG 019V024 SLP165,null
BIX,2011-04-25 03:03,-88.9244,30.4104,10.00,77.00,73.40,88.67,150.00,10.00,null,30.02,1016.60,10.00,null,BKN,BKN,   ,   ,1400.00,2000.00,null,null,null,null,null,null,null,null,null,78.57,KBIX 250303Z AUTO 15010KT 10SM BKN014 BKN020 25/23 A3002 RMK AO2 CIG 011V017 BKN014 V SCT SLP166,null
MYT,2011-04-25 03:15,-89.6150,28.2206,0.00,77.00,73.40,88.67,150.00,15.00,null,29.98,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,78.57,KMYT 250315Z AUTO 15015KT 2SM HZ CLR 25/23 A2998 RMK A01,null
OLV,2011-04-25 03:15,-89.7869,34.9787,122.50,71.60,64.40,78.04,160.00,6.00,null,29.92,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KOLV 250315Z AUTO 16006KT 10SM CLR 22/18 A2992 RMK A01 P000,null
UTA,2011-04-25 03:15,-90.3467,34.6811,59.00,71.60,62.60,73.27,150.00,9.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KUTA 250315Z AUTO 15009KT 10SM CLR 22/17 A2991 RMK AO2,null
1R7,2011-04-25 03:15,-90.4093,31.6058,149.00,71.60,64.40,78.04,130.00,4.00,null,30.00,null,8.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,K1R7 250315Z AUTO 13004KT 8SM CLR 22/18 A3000 RMK AO2,null
HEZ,2011-04-25 03:15,-91.2973,31.6137,83.00,73.40,64.40,73.44,150.00,7.00,null,29.93,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KHEZ 250315Z AUTO 15007KT 10SM CLR 23/18 A2993 RMK AO1,null
GTR,2011-04-25 03:15,-88.5914,33.4503,80.00,71.60,64.40,78.04,160.00,6.00,null,30.00,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KGTR 250315Z 16006KT 10SM CLR 22/18 A3000 RMK AO1,null
CKM,2011-04-25 03:15,-90.5123,34.2997,52.70,71.60,62.60,73.27,140.00,5.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KCKM 250315Z AUTO 14005KT 10SM CLR 22/17 A2991 RMK AO1,null
PIB,2011-04-25 03:15,-89.3371,31.4671,91.00,71.60,64.40,78.04,160.00,9.00,null,30.03,null,10.00,null,OVC,   ,   ,   ,2200.00,null,null,null,null,null,null,null,null,null,null,71.60,KPIB 250315Z AUTO 16009KT 10SM OVC022 22/18 A3003 RMK AO1,null
CRX,2011-04-25 03:15,-88.6035,34.9150,129.00,69.80,62.60,77.90,150.00,4.00,null,29.96,null,10.00,null,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,69.80,KCRX 250315Z AUTO 15004KT 10SM FEW060 21/17 A2996 RMK AO2,null
MIS,2011-04-25 03:15,-88.8420,29.2960,32.00,82.40,73.40,74.28,210.00,7.00,null,30.02,null,4.00,12.00,FEW,FEW,   ,   ,1100.00,2000.00,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 250315Z AUTO 21007G12KT 4SM HZ FEW011 FEW020 28/23 A3002 RMK A01,null
BIX,2011-04-25 03:17,-88.9244,30.4104,10.00,77.00,73.40,88.67,170.00,10.00,null,30.02,1016.70,10.00,null,SCT,BKN,BKN,   ,1300.00,2000.00,2700.00,null,null,null,null,null,null,null,null,78.57,KBIX 250317Z AUTO 17010KT 10SM SCT013 BKN020 BKN027 25/23 A3002 RMK AO2 SLP167,null
GPT,2011-04-25 03:29,-89.0701,30.4073,9.00,77.00,71.60,83.44,150.00,11.00,null,30.01,null,10.00,18.00,SCT,BKN,BKN,   ,1600.00,3000.00,3900.00,null,null,null,null,null,null,null,null,78.32,KGPT 250329Z 15011G18KT 10SM SCT016 BKN030 BKN039 25/22 A3001 RMK AO2,null
UTA,2011-04-25 03:35,-90.3467,34.6811,59.00,69.80,62.60,77.90,150.00,8.00,null,29.91,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,69.80,KUTA 250335Z AUTO 15008KT 10SM CLR 21/17 A2991 RMK AO2,null
MIS,2011-04-25 03:35,-88.8420,29.2960,32.00,82.40,73.40,74.28,220.00,10.00,null,30.02,null,4.00,null,FEW,FEW,SCT,   ,1100.00,1900.00,3200.00,null,HZ,null,null,null,null,null,null,88.26,KMIS 250335Z AUTO 22010KT 4SM HZ FEW011 FEW019 SCT032 28/23 A3002 RMK A01,null
HEZ,2011-04-25 03:35,-91.2973,31.6137,83.00,73.40,64.40,73.44,160.00,6.00,null,29.94,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,73.40,KHEZ 250335Z AUTO 16006KT 10SM CLR 23/18 A2994 RMK AO1,null
BIX,2011-04-25 03:35,-88.9244,30.4104,10.00,77.00,73.40,88.67,160.00,10.00,null,30.02,1016.80,10.00,18.00,SCT,SCT,   ,   ,1400.00,2300.00,null,null,null,null,null,null,null,null,null,78.57,KBIX 250335Z AUTO 16010G18KT 10SM SCT014 SCT023 25/23 A3002 RMK AO2 SLP168,null
GTR,2011-04-25 03:35,-88.5914,33.4503,80.00,71.60,64.40,78.04,160.00,8.00,null,30.00,null,10.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KGTR 250335Z 16008KT 10SM CLR 22/18 A3000 RMK AO1,null
CRX,2011-04-25 03:35,-88.6035,34.9150,129.00,71.60,62.60,73.27,160.00,5.00,null,29.96,null,10.00,null,SCT,BKN,   ,   ,6000.00,9500.00,null,null,null,null,null,null,null,null,null,71.60,KCRX 250335Z AUTO 16005KT 10SM SCT060 BKN095 22/17 A2996 RMK AO2,null
MYT,2011-04-25 03:35,-89.6150,28.2206,0.00,77.00,71.60,83.44,150.00,17.00,null,29.98,null,1.75,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,78.32,KMYT 250335Z AUTO 15017KT 1 3/4SM HZ CLR 25/22 A2998 RMK A01,null
UOX,2011-04-25 03:35,-89.5368,34.3843,137.80,71.60,60.80,68.75,null,null,null,29.95,null,10.00,null,SCT,SCT,BKN,   ,4400.00,5000.00,6500.00,null,null,null,null,null,null,null,null,71.60,KUOX 250335Z AUTO 00000KT 10SM SCT044 SCT050 BKN065 22/16 A2995 RMK AO2,null
PIB,2011-04-25 03:35,-89.3371,31.4671,91.00,71.60,64.40,78.04,150.00,7.00,null,30.03,null,10.00,null,FEW,OVC,   ,   ,1500.00,2400.00,null,null,null,null,null,null,null,null,null,71.60,KPIB 250335Z AUTO 15007KT 10SM FEW015 OVC024 22/18 A3003 RMK AO1,null
1R7,2011-04-25 03:35,-90.4093,31.6058,149.00,71.60,64.40,78.04,130.00,5.00,null,30.00,null,8.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,K1R7 250335Z AUTO 13005KT 8SM CLR 22/18 A3000 RMK AO2,null
